,title,company,location,salary,summary
362,"Software Engineer, Machine Learning & Program Analysis",Snyk,London,,Are interested in algorithms and data structures.We're looking for an experienced and collaborative software engineer to build the next generation of code…
363,AI/ML Engineer - Production,GSK,Brentford,,"They are expected to contribute to the team's output by training models, building data pipelines, and standing up services; but, they should be the strongest…"
364,AI/ML Engineer - NLP,GSK,Brentford,,This involves both leveraging state-of-the-art text processing models and developing new methods to derive actionable data for scientists.
365,"Algorithm & Software Developer (Machine Learning, Computer V...",Cubica,Woking GU21 5SB,,"You will be working on state of the art systems for processing imagery, video, sensor, and intelligence data.You will be working on application of state of the…"
366,Senior Data Science Manager,Deliveroo,London,,"Data scientists at Deliveroo report into our data science management team, and we have a strong, active data science community, with guest lecturers; a robust…"
367,Product Manager - Data Science (Routing),Harnham,London,"£80,000 - £90,000 a year","Proven commercial experience in AI, machine learning, data science and algorithm development.You will be involved in defining the product strategy and road map…"
368,Machine Learning Researcher,Brave Software Inc.,London,,"Basic data cleansing and preparation, variable preprocessing/transformation.Preparation of data sets for predictive modelling, robust predictive model building…"
369,Customer Data Scientist,Metrica Recruitment,West London,"£45,000 - £50,000 a year","In the role, you will be using SQL, Python and R, as well as cloud technologies, to draw upon your data science knowledge to utilise the vast amount of data at…"
370,Senior Python Developer - AI Technology - London,"JPMorgan Chase Bank, N.A.",London,,Working with Data Scientists on a wide variety of projects to deploy data science models and provide software engineering expertise throughout the model…
371,Data Scientist,Direct Line Group,Bromley,,Demonstrate and lead the “art of the possible” showcasing new capabilities and driving innovation within the immediate data science team and wider data science…
372,NLP Senior Data Scientist,Nicholson Glover Consulting,London,,Commercial experience across all stages of the data workflow.A commercial use of data tools such as NLTK and languages such as python.
373,Machine Learning Pipeline Developer,Automattic (Engineering),London,,"This position is for a top-tier Python Engineers who have knowledge or interest in Marketing or Product Analytics, experience working with data scientists, and…"
374,Machine Learning Researcher,G-Research,London,,We will also consider exceptional candidates with a proven record of success in online data science competitions (e.g. Kaggle).
375,Lead Data Scientist,Harnham US,London,"£60,000 - £75,000 a year",You will use your specialist knowledge in Machine Learning and Python/R to build innovative solutions and have the chance to learn and progress in new areas.
376,"Software Engineer, Machine Learning",Facebook,London,,"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models."
377,Head of Data - Machine learning,Oho Group,London,,"Head of Data - Data platform - Machine Learning - Python.Head of Data required for leading Fintech firm, revolutionising insurance processes."
378,Machine Learning Engineer,causaLens,London W6 7JP,,"A successful candidate will also be able to showcase broader data science and software engineering skills.Your focus will be on feature engineering, machine…"
379,Sr. Data Lab Architect,AWS EMEA SARL (UK Branch),London,,"Hands on experience as a database, data warehouse, big data/analytics developer or administrator, or work as a data scientist."
380,Analyst - Specialist Bank Analytics,Investec,London,,"Support Data Governance by identifying and flagging data errors, data rules and improved data process needed to ensure we have a reliable and accurate data."
381,SENIOR STATISTICIAN,Bangura Solutions,London,,Proven analytical experience using both large-scale survey data and administrative data.Producing and analysing test admin-based series – additional years of…
382,AI/ML Consulting - Associates - Consultants,IQVIA,London,,"Able to collaborate with teams with a variety of technical and non-technical roles – in particular, connecting business owners, data scientists, data engineers,…"
383,Data Scientist,Rock Paper Click Talent,Wimbledon,,Work with existing resources on extraction of data from various databases and prepare the data in a in a machine learning ready format.
384,Data Science Consultant - Life Sciences,Metrica Recruitment,London,"£45,000 - £60,000 a year","Over 2 months years of data science experience.Working within their data science and analytics team, you will provide expertise and structured thinking,…"
385,"Executive Europe, Data & AI Solution Area Lead",Avanade,London,,"Knowledge of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive analysis, exploratory data…"
386,Forensic Data Analytics - Senior Manager / Assistant Directo...,EY,London,,"Acting as a subject matter expert in areas such as financial crime, fraud and other imminent client issues advising clients to gain greater insight into their…"
387,Analytics and Data Science Lead,Harnham,West London,"£45,000 - £51,000 a year","This aviation brand are looking for someone with excellent SQL, Python and Tableau experience who is looking to manage a small team of Analysts."
388,Machine Learning Developer,ECM Selection,London,"£60,000 a year",This client seeks a Machine Learning Developer with experience of designing and developing using Deep Learning and Convolutional Neural Networks.
389,Principal Data Scientist - Private Equity,Harnham,London,"£80,000 - £110,000 a year",You'll be working with the CEO day to day acting as a consultant initially to one of their businesses but long-term you'll work with many more - this will…
390,Manager – Hospital Digital and Data Analytics Lead Developer...,KPMG,London,,"Developing and delivering data strategy, data operating model, data governance or data maturity programmes for public sector clients."
391,Senior Data Science Engineer,Babylon Health,London,,"To work alongside a team of researchers, data scientists and software engineers to help build data pipelines and model deployment / monitoring infrastructure…"
392,Customer & Marketing Analytics Manager,Blue Pelican,London,"£50,000 - £55,000 a year","Working as part of a team of data experts across customer analytics, product, marketing, finance and customer service, you will focus on delivering reports,…"
393,Machine Learning Team Lead,Shift F5,London,,"Ideally, you will have 3+ years’ experience in Machine Learning within a commercial environment and will be a confident self-starter."
394,Data Scientist - ML Labs,AWS EMEA SARL (UK Branch),London,,"Strong communication and data presentation skills.We’re looking for top ML data scientists capable of using ML and other techniques to design, evangelize, and…"
395,"Software Engineer - Policies, Machine Learning and...",Ava,Uxbridge UB8 1JG,,"You will work in our Reveal R&D team to develop functionality within our agent policy engine, working with Data Loss Prevention (DLP) and machine learning…"
396,Graph Data Science Product Manager - London,Neo4j,London,,Conduct market research into competing graph data science libraries and other data science platforms to understand differentiating features and potential…
397,"Software Engineer, PhD Intern/Co-op (Machine Learning - 2021...",Facebook,London,,"Research experience in a relevant field, such as machine learning, NLP, recommendation systems, pattern recognition, signal processing, data mining, artificial…"
398,"Head of Engineering (DevOps, Cloud, Data Analytics, Machine...",Linux Recruit,London,"£95,000 - £125,000 a year","Building a start up from scratch is exciting.We're looking for someone who can combine hands on technical experience with Cloud, DevOps, Data Analytics and…"
399,Senior Data Scientist,Nicholson Glover Consulting,London,,Commercial experience across all stages of the data workflow.Commercial use of data tools such as NLTK and languages such as python.
400,Lead Data Science & Analytics Consultant,Hitachi Solutions Ltd,London,,"Experience developing data warehouses & data marts using the Kimball methodology.Ability to model and transform data, build ETL solutions and present data in a…"
401,Data Engineer (Machine Learning),Simply Business,London,,"Support data scientists throughout the machine-learning lifecycle.The team is part of the Data and Analytics department, and includes a mix of data scientists…"
402,NLP Engineer,Modis,London,"£80,000 a year","They have an extremely rich data pool.They are looking for someone with extensive machine learning, natural language process / computational linguistics…"
403,"Data & AI Manager, Advisory",Avanade,London,,"Experience of advising and delivering data and AI projects e.g. data and analytics operating model design, data science, data governance, business case for data…"
404,Risk Analytics - Assistant Manager - Connected Technology,KPMG,London,,"Interpretation of data analytics results, and ability to derive insightful and quantifiable business insights using data analytics outputs;"
405,Research Intern (AI) - London,Facebook,London,,"Devise data-driven models of human behaviour.Ability to manipulate and analyse large scale, high-dimensionality data from varying sources."
406,Sales Account Manager - Data & Analytics,Harnham,London,"£35,000 - £60,000 a year","Working in a highly advanced analytics function alongside data scientists, sales teams and product managers.This niche company have multiple products and data…"
407,Machine Learning Lead – London,Beauhurst,London,,"If this sounds interesting, then read on...Making ML Ops decisions such as determining where models live and how they ‘fit in’ with what we’re doing already."
408,"Principal Analyst, Corporate Risk Analytics",Maplecroft,London,,"A robust data orientation, including a strong grasp of the fundamentals of probability, statistics, and financial analysis."
409,Analytics Lead/Head of Analytics,OLIVER,London,,"Excellent communication/data storytelling skills, ability to distill complex ideas for non-technical audiences."
410,Data Science Manager,Datatech Analytics,Wimbledon,,Lead a team of data scientists to achieve the business’ objectives.Be a thought leader for data science.Be an advocate for data science across internal and…
411,French Speaking Data Scientist - London - £110k + Benefits!,Lawrence Harvey,London,"£100,000 - £110,000 a year",Their product is an automated Machine Learning platform and can be cloud or on-prem based allowing organizations to produce accurate data-based predictions &…
412,Machine Learning Intern (10x Team),Ocado Group,Hatfield,,You will be required to obtain and interpret data from various sources and create products for internal and external consumption.
413,Biostatistician - Consultant,IQVIA,London,,"Proven experience working with large, individual-level data sets.Contribute to the development of study protocols, statistical analysis plans (SAPs),…"
414,Sr. Big Data Engineer (Python),GroupM Data & Technology,London,,"Experienced in data pipeline development.Minimum 4 year’s experience operating in the big data stack (Hive, Big Query, Hadoop, HDFS; Presto preferred) - data…"
415,Head of Analytics,Blue Pelican,London,"£85,000 a year",Ability to story tell and bring data to life through the delivery of actionable insights and engaging presentations.
416,Data Science Consultant,Capgemini,London,,Experience manipulating data and drawing insights from large data sets using Python/R/SQL.Experience visualizing data using Tableau/Power Bi.
417,Senior Big Data Advisory Consultant,AWS EMEA SARL (UK Branch),London,,"8+ years of related experience in data management and data architecture.Experience managing data operations, cloud computing, data strategy, data governance,…"
418,Machine Learning Engineer,Harnham,London,£400 - £450 a day,It will be valuable if you have experience with NoSQL databases such as MongoDB as this is where much of the data you will be using is stored.
419,"Manager-Senior Manager, Capital Markets, Data Risk Analytics...",Deloitte,London,,"Leading engagements delivering, working with or knowledge on a range of tools in addition to and complimentary to the aboveInformation management tools (e.g.…"
420,Machine Learning Engineer,Attest,London,,> A good understanding of data pipelines and database technologies.To achieve this we work with a number of techniques within data science and machine learning…
421,Principal Machine Learning Engineer,GSK,Brentford,,"Compile, integrate, and analyse data from multiple sources to enable the data scientists to answer business questions."
422,Machine Learning Engineer,Oho Group,London,"£40,000 - £100,000 a year",You will be building causal algorithms for time series using Python.Strong academic background with Masters or PHD in a machine learning/ computer science/…
423,FinTech Lead Data Scientist,Metrica Recruitment,London,"£65,000 - £75,000 a year","Will have at least 3 years of financial services based, data science experience.This is an opportunity for someone comfortable and capable of working in a…"
424,Lead Data Science Consultant,Harnham,London,"£90,000 - £120,000 a year","Technically strong when handling data.This role will be split into three parts, one part of this role will be teaching junior data scientists, you will also be…"
425,"Predictive Modeler (Actuary), London Market",Eames Consulting,London,"£80,000 - £100,000 a year","The suitable candidate will have 4+ years of London Market, Commercial Lines of Personal Lines Pricing experience and excellent programming and coding skills."
426,Data Science Director,Blue Pelican,London,"£75,000 - £95,000 a year","A background in data science; (possibly) data engineering, (definitely) machine learning and AI, ideally within a marketing environment."
427,Principal - Data Science EMEA,IQVIA,London,,Experience utilising large-scale healthcare databases populated with EMR data.Knowledge of real-world data needs of pharmaceutical clients.
428,Principal Machine Learning Engineer REMOTE,Sage,London,,Ability to write highly performant code taking care of large volumes of data.Design and implement services that use machine learning to augment and simplify…
429,Data Science Lead - VP,Harnham,London,"£80,000 - £130,000 a year",As a VP of Data Science you'll be responsible for building the Data Science function from scratch; as it's a new area of the business you'll need to get…
430,Deep Learning Engineer - Computer Vision,Client Server,London,"£65,000 - £80,000 a year","Deep Learning Engineer (AI ML Computer Vision PhD Neural Networks) *Remote Interview WfH*.Degree educated, having gone on to study at PhD level in a relevant…"
431,BIG DATA ARCHITECT,DataSpartan Consulting,London EC2V 7RS,,"Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models."
432,Quantitative Researcher in Natural Language Processing (NLP),G-Research,London,,This capability allows us to adapt to the demanding needs of the business to process and analyse large and varied data sets at speed.
433,"Internship in Quantitative Research (Data Science, Machine L...",G-Research,London,,"An interest in applying data science, machine learning & optimisation techniques to real-world problems.We pair this expertise with machine learning, big data,…"
434,Machine Learning Engineer,Eames Consulting,London,"£90,000 a year",This is a fantastic opportunity for those who have a passion and keen interest in the machine learning space.Eames Consulting is acting as an Employment Agency…
435,Senior AI/ML Engineer (Production),GSK,Brentford,,"Embed with AI/ML and data science project teams to provide deep expertise in software engineering, parallel computing, and big data tools."
436,Solution Architect (Data Science & AI),EPAM Systems,London,,"As a solution architect in Science IT, you'll be designing solutions that will form a part of our foundational data platform for science, aligned to our client…"
437,"Senior Manager, Advanced Data Insight Analytics",Expedia Group,London EC1V 4EX,,"Display a true passion for data, analytics, online marketing and travel and possess a strong commercial acumen."
438,"Applied Science Internship - Machine Learning, Automated Rea...",Amazon Dev Centre (London) Ltd,London,,"We are looking for smart scientists capable of using a variety of domain expertise combined with machine learning and statistical techniques to invent, design,…"
439,"Senior Machine Learning Engineer, AI & Machine Learning",IQVIA,London,,"Previous experience of owning, maintaining and enhancing software products used by data scientists, and supporting data scientists in their development needs."
440,"Machine Learning Engineer (Augmented Reality, Computer Visio...",Understanding Recruitment,London,"£75,000 - £90,000 a year","As a Machine Learning Engineer, you will have previous industry experience in Computer Vision with a relevant degree (e.g. Computer Science)."
441,Software Engineering Manager. Global Startup. Big Data,Michael Page UK,London,"£95,000 - £125,000 a year","Prior experience with customer data platforms.Have extremely strong written and spoken communication, with the ability to effectively change communication…"
442,Web / Google Analytics Specialist,DAZN Group,London,,"Own the tag management data layer and analytics data model, ensuring consistent approach and process is followed and maintaining documentation and instruction…"
443,Asset Management Research Technology - Data Science Analytic...,"JPMorgan Chase Bank, N.A.",London,,Experience building robust data pipelines for both structured and unstructured data.Responsibilities include building and operating highly sophisticated end-to…
444,Data & AI Offering Lead,Avanade,London,,"Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…"
445,Lead Data Scientist,Metrica Recruitment,London,"£60,000 - £100,000 a year","Proven data science experience attained either in-house or consulting.Completely sector agnostic, this team aims to solve complex business problems using…"
446,Head of Data Science,Wade Macdonald,London,"£70,000 a year","Experience in leading and developing junior data scientist.Collect data, performed feature engineering and integrated multiple machine learning algorithms and…"
447,Analytics Director,Activision Blizzard,London,,"Conduct business analyis which links internal data across AB, external data from 3rd parties, and primary research in order to represent the consumer in…"
448,Deep Learning Engineer,Harnham,London,"£80,000 - £85,000 a year","£80,000 - £85,000 + Bonus + shares.Lead projects to maintain state-of-the-art research into machine learning, deep learning and NLP."
449,Snr Principal Data Science,IQVIA,London,,Experience utilising large-scale healthcare databases populated with EMR data.Knowledge of real-world data needs of pharmaceutical clients.
